comment;sentiment
para empderar a morticia y dejar en ridicule al macho.;Asco
todos esos que en las marchas posan de grandes lideres tanto estudiantiles como de los trabajadores estan desaparecidos.. solo aparecen para incendiar el pais y luego cuando se verdad pueden hacer algo mas ... no se ven...;Asco
tan dificil saber la respuesta;Asco
que tiene el barca puesto hoy;Asco
jajajaja alli va...;Asco
eso es correcto!!! y menos los trajes de bano;Asco
que cara!!! que gesto!!! que carajo es esto???;Asco
es un concepto muy propio, personal. ah, y la vaca lola tiene cabeza y tiene cola... y hace !muuuuu!;Asco
tres tristes gorilas dan verguenza ajena;Asco
yo le digo sello loco... uish;Asco
este pais es un chiste, que chabon nefasto;Asco
nero que fastidio este man jajskaja egocentrico hpta que sabe que no me gusta pero pues se esfuerza en que si;Asco
sientense que no dejan ver;Asco
hay gente tan patetica;Asco
ese me cae re mal, lo bloquee en sus dos cuentas;Asco
me disculpo, ire a vomitar ...;Asco
que feo esos chuchus que se forman en esos grupos de las propias amigas dios mio;Asco
mardeta bebedera cdsm;Asco
acaso soy la unica que detesta el nombre del segmento el covid en un minuto;Asco
siiiii eso es verdad! en carupano hacen caraotas dulces y mondongo dulce chamo! eso si es aberrante;Asco
el fiscal en unos dias:;Asco
tendremos que averiguar donde trabaja y que no sea una reposera...;Asco
uy pero como pueden;Asco
4 anos despues el mitomano hizo lo mismo que asco ...;Asco
en este gobierno asi seran los consejos de seguridad.;Asco
con esa actitud no debe ser deportista. en esta vida hay que aprender a ganar y perder;Asco
pues me parece loable que desinfecten los buses... lo necesitan desde el ano 1998 cuantos virus y bacterias han viajado en esos buses? yo se que estamos mal de noticias... que las cosas estan lentas... pero el coronavirus en cochofal? no joda... ni garcia marquez!!;Asco
mi sobrina/ahijada manana entra a la cancha con los jugadores de boca;Asco
si tienes razon quizas no sea la mejor opcion pero por lo menos son dos bandidos menos que tienen ese privilegio lo ideal hubiese sido que farcsantos jamas les concediera curules gratis y con impunidad a esos criminales ojala y algun dia paguen por sus delitos atroces esos hp.;Asco
quien es mas estupido? ustedes promoviendo a las ninas poker o ellas con su horrorosa musica. definan ellas cantan o vomitan?;Asco
igual no me burlo mucho, junior invito a un cristobal soria;Asco
te mata la cobarde envidia;Asco
, cuanto le pagan por vender su conciencia y aludar las incoherencias del chavista;Asco
uy lei esto y me emborrache que jueves aquellos;Asco
y hasta mas;Asco
justificacion;Asco
sus argumentos como opositora dan verguenza. que asco de tuits.;Asco
estan donde mas les ofrezcan.;Asco
"""ja, ja, ja"" pobre ilusa de .";Asco
ese cacas es pura mas na;Asco
esos manes que se dejan larga la una del dedo menique que ?;Asco
un asco paracaidista, ventajero vende humo y panqueque. un masa remixado. guarden este tw!;Asco
"que lastima en lo que se convierte colombia con enganos de ""paz"".";Asco
me perturba demasiado el nivel de twitter al permitir de todo aqui. digo facebook al menos censura y banea las cuentas pero aqui mencionas una cuenta para que la denuncien porque promueve la pedofilia y gana mas seguidores;Asco
no me gusta el dorito.;Asco
diay pues que nos muramos todos. ?asi estarias feliz?;Asco
manada de hipocritas. como se puede vivir siendo asi?;Asco
horrible weon, imaginese comer una arepa y que sepa a culo;Asco
que imbecil... todos los hospitales abarrotados antes de la vacuna... hoy tenes lugar hasta para que te saquen las vergas muertas que te dejaste en el ojt que ya deben estar podridos...;Asco
pfff vaya mierda de hombre de verdad;Asco
"en colombia la admon de justicia es verguenza de proporciones biblicas. cepeda visita presos para convertirlos en testigos en proceso contra auv, pagando falsos testimonios hasta con fincas y, la "" justicia"", permite que este criminal se presente como victima en el proceso.";Asco
yo llego a mandar que me siento mal y me mandan a laburar doble turno;Asco
uno porque es re seco y el otro porque empalaga uno normal senor mucho pedir;Asco
estan mas cu-cus de lo q yo pensaba.;Asco
creo que descuidar mi salud y alimentacion por estar mas atenta al trabajo y los afanes del dia a dia, me estan cobrando factura hoy no puedo decir buenos dias.;Asco
bueno 3-3;Asco
insoportables ambos estilos...;Asco
que feas que son las figuritas de este mundial;Asco
"estan tan desesperados que buscan, como sea, crear el imaginario del inverosimil ""incumplimiento"" de petro, en tan solo 10 dias, con tal de tapar, y de no poner en la opinion publica, el desastre que fue el gobierno de duque junto al uribismo y la clase politica tradicional.";Asco
existen personas que solo general malestar y ganas de vomitar;Asco
hpta porque sali a mojarme y como estoy de enfermo .;Asco
que no les de pena los hombres, esas cosas ni sentimientos tienen.;Asco
edgar orlando...!!! toda una verguenza mundial.! la convirtieron en una feroz asociacion para delinquir, vergonzosa. dan asco ..!! vendedores de sentencias pre pagadas si recato y menos aun tino juridico. si verguenzas. que cloaca..que prostibulo!;Asco
no hay comida que yo mas odie que los bollitos.;Asco
uy nooo!;Asco
como tokischa va a sacar una cancion con anuel;Asco
nunca he visto a nadie en directo comerse eso pero desde que supe de la existencia de tal aberracion, he manifestado un asco inmediato y abrumador en el cual espero nunca ver a nadie comer eso;Asco
sos un re pelotudo;Asco
odio enfermarme;Asco
voy llegando;Asco
esa sensacion de sentir un olor y tener muchas nauseas;Asco
"ell maneschanta muere de ""empatia' por la corrupcion k";Asco
te amo con la vida , rey;Asco
venezolanos exigiendole al gobierno nacional . comen mierda ?y ademas se embarazan? el virus no es el #covid19 , es el subdesarrollo y la ignorancia.;Asco
"*apple music en shuffle, suena -muerte en hawaii de calle 13-* mi mente automaticamente: te acuerdas de el man que a los 15 de anos te dijo ""soy todo lo que soy porque tu eres todo lo que quiero"" y tu casi te mueres de amor?? bueno, ahora muerete de cringe";Asco
que basura de noticiero;Asco
eso es una mala practica y un mal manejo de un software como windows server, conozco muchas smb que usan esa configuracion por no pagar a un profesional que les programe bien un active directory, es un asco , ponen en riesgo hasta la seguridad de la informacion;Asco
no puedo con la prensa derechista espanola, que inmamables son. sera que la gente no quiere tener hijos porque no hay condiciones para ello? no pero como se les ocurre;Asco
3 candidatos a presidentes a libre postulacion estan inscritos en el . la zulay en el prd, los caballos de troya del innombrable. robandole las plazas a verdaderos independientes. que asco;Asco
pero tristemente verdad uribestias hijueputas;Asco
eso no lo toman ni los locos del mercado;Asco
nada viendo la foto del tipe;Asco
dios mio me dio la palida en el gym;Asco
me cuesta ver bonita a esta hijueputa progre por que no contratas un sik 4 rio para ti misma? eres horrible.;Asco
todos los zanganos,,,;Asco
le tengo esta otra... solo es ver lo que escribe y zuas...;Asco
por la maldicion de la corrupcion mucho dinero robado mafias mafiosos bandas pran mercenario criminales;Asco
ir en el bus a las 7:00am empapada de splash de vainilla deberia considerarse delito;Asco
acevedo es un triple hp, no sale del area ni porque esten matando a la mama! sapo hp ese;Asco
pique clara, pobre, mera encartada la que se metio. pero bueno, cada quien tiene lo que se merece.;Asco
prefiero usar ropa sin marca a ponerme una replica de gucci o balenciaga. que oso;Asco
hijo de mil putas ?no te alcanza con 35 millones para costearle atencion particular? miserable viejo.;Asco
ese #movistarcolombia es una porqueria que asco de servicio y de atencion;Asco
muy interesantes las soluciones de la empresaria, en linea con los golpes de genio de su partido: petroleo espanol (espana produce lo 0,07% de lo que consuma), construir nuevas centrales nucleares (8+ anos, si vas rapido). en fin, vx;Asco
de ver la imagen;Asco
colapso diabetico;Asco
tipico que la gente desaparece cuando uno los necesita. por eso no me gusta depender de la gente;Asco
que arrogante ese man.;Asco
esos menores reclutados si estan dispuestos a matar civiles inocentes.;Asco
cazuela de lentejas;Asco
ahi es donde uno dice, seran peor esos bichos que el chavismo??? y vaya que es decir bastante;Asco
queres mas pruebas kulebra hdmp;Asco
el covi es una simple guvonadita al lado d toda esa tracamanada d gonorreas hps;Asco
la coca-cola;Asco
esa cosa llamada lisa;Asco
facebook deja de enviarme sugerencias de amistad de personas que me dan asco;Asco
falta que me monten cacho a mi tambien y ponerme a pelear por facebook;Asco
yo no puedo creer como esta mujer sigue siendo vice presidenta teniendo causas abiertas (con pruebas y todo),dios mio #cfkllegotuhora;Asco
como no salgo estoy mas blanca que nunca antes en mi vida y me veo en fotos y es dike who is that white bitch;Asco
tu cara aclarando lo dificil de la propuesta jajaaaajjajajjaja jajaaaajjajajjaja,;Asco
y que manana no sale llena porque se;Asco
por que comparan a un equipo chico con el leon;Asco
tan chorros tan ellos...;Asco
la actriz de cu4rta...se h4cia la llor*na y c0mpunguid4 --odie cuando me entere lo de lopez- snif snif bla bla, se le caian lagrim4s de agu4 d3 riachu3lo a la yarara. ch4nta.;Asco
#esurgente que periodistas como usted tengan etica al de duque no le exijieran nada y al senor presidente gustavo petro le exijan que en 10 dias cambie al pais.;Asco
ya deje de estar incitando a las mentiras ya perdio dediquese a su familia rata asquerosa;Asco
jajaja..;Asco
gente tacana gente tacana consigo misma;Asco
uuuuuuuuuuuuuuuuuffffff!! desde hace raaatooo! mokitamuertica anda en esa...;Asco
les juro que no extranana el olor de maracaibo;Asco
ojo manana : 10:30 am liverpool vs glorioso manchester united 2:05 pm #wewantmore vs chiefs 5:40 pm #gobucs vs #fornola;Asco
mamada de la gente que solo piensa en salir de rumba, culos, mentir y ser infiel.;Asco
amalayaaaaa jajajajajajajajaja todos vuelven, todos;Asco
me siento asco;Asco
por que me hacen esto??????);Asco
solo lo tome cuando estaba en 8vo mas nunca;Asco
dar relevancia a la opinion de estos parasitos no tiene precio;Asco
ya recorde porque no me gusta beber;Asco
la ignorancia es atrevida;Asco
mas falsa que una moneda de cuero;Asco
escondido cual rata de alcantarilla !! .;Asco
trabajar en el gobierno ya no es un orgullo, es una tristeza que confundan a la gente buena con narcoterroristas asesinos ,escoria es lo que hay alla, senado casa de narino y congreso en general;Asco
nos lama oncel mil mamarrachos por no segur a rafa mora!!! y darle la razon;Asco
petro reencauchando el samperismo;Asco
estos izquierdistas de tanto soplar ya no tienen cerebro y usted tiene cara de,,????? lo que hacen las drogas en estos seguidores de guerripetro;Asco
todos son la misma de la misma caneria;Asco
yo todavia no puedo creer todo eso que lei como puede ser tan sinico y labioso, viendo quien se le ponia primero, todavia no se como hice para perder el tiempo con un hpta asi y anda diciendo que la mala fui yo, coma mierda..;Asco
urgencias un lugar que nunca quiero estar;Asco
que asco me da el comunismo la gente comiendo migajas y los familiares del poder sabrosos. y del otro extremo, la gente comiendo migajas y el 3% de la poblacion sabrosos la importancia de la tercera via.;Asco
derechos exclusivos $$$ de sky;Asco
pensandolo bien, 2020 esta siendo mejor de los 6 anos que desperdicie con ese inmundo;Asco
que susto;Asco
de verdad que este viejo es otro nivel;Asco
asi es !!;Asco
sois una jodida secta!!! a frigenti no le reprochais nada??? es muy sospecho eso, cuidado, se os ve el plumero..... #yomerebelo23a;Asco
sucia perra de ti nada se espera;Asco
yo no entiendo el gusto por los estados unidos, aun cuando este cerca... es algo que deberia cambiar, es de muy mal gusto, de derecha y de izquierda;Asco
ni el olor ni la textura del puerco;Asco
muy mal por siento ajena por ese titular.;Asco
que peye esos mks que hacen arrimones en el metro cuanto llevaran sin culiar ?;Asco
obviamente la arepa paisa !!!;Asco
me senti tan incomoda viendo este video jajaja;Asco
yo a agosto: me tenes mamadaaa sapoooo!!! kyc y akbc ya;Asco
"bobo hjpta! y quien le cree? nos cree bobos el ""deprimido"" este";Asco
me parece que incluso es de domingo a domingo;Asco
yo que me quejaba de viva colombia pero la peor empresa si es nunca los recomendaria, y hasta me toco presenciar como el jefe reganaba a uno de los auxiliares de vuelo en la oficina;Asco
aqui podemos referenciar lo que es ser un cagon e irresponsable;Asco
es que son mentirosos mentirosos!!;Asco
si claro, la paz pero para sus camaradas, puestos en el congreso y al igual que las farc con brazo armado;Asco
que viejas tan neras !!!;Asco
"me recordo tanto al famoso ... "" los que quieran patria, vengan conmigo """;Asco
que mente tan obtusa tiene usted senor que dice ser de;Asco
exacto! pero que loco va a seguir a esas malagradecidas, narcisistas, manipuladoras y chupasangre;Asco
despertarme a las 4 de la manana para ir a la universidad: despertarme a las 4 de la manana para ir a ver a la linda:;Asco
gano la simpatizante de;Asco
no solo a usted le provoca vomito;Asco
esa cortina con sarro y toda babosa. no senorrrr;Asco
jejeje,,;Asco
la verdad que si;Asco
cual pelea??? que payasada, fue un robo de lo mas frentero del mundo, el cerdo no solo raspo sino que se robo la olla de una vez!!!!;Asco
esa debe ser la tipica mantenida que en su vida a trabajado y cree que el dinero sale del aire.;Asco
"apostemos! por quien voto ese ""ciudadano"" ?";Asco
maricooooo que basurero hay en el tiktok wow hacen unas gafedades y ya tienen 257milk que le pasa a la gente tienen el cerebro lleno de mierda;Asco
por que la gente se tiene que tirar el mananerooooo... ?por queeeee? no, no es ese mananero que estan pensando...;Asco
el juega vivo;Asco
y aplica para ambos fulanos;Asco
cerdos hijos de puta a.c.a.b;Asco
con la guaracha;Asco
venezuela recuperara su libertad y democracia cuando salgamos de los chavi/burros y de la falsa oposicion;Asco
que buscan la personas con cuentas falsas?;Asco
el cafe instantaneo es lo mas horrible que puede existir, de hecho, solo cuenta con 0,02gr de cafeina.;Asco
como detesto pasar por una casa y que huela a marihuana uish !!!;Asco
asi es!! maton de esquina!! pichon de dictador!!;Asco
el papelon;Asco
no puedo con la hipocresia no se como hacen para ser tan doble cara y orgulloso/as.;Asco
un saludo a chris de bucaramanga que nos dice que ser del manchester united es y no olviden seguirme en mis redes como jorge guion bajo barril;Asco
jajaja jajaja en serio? yo siempre soy una de las primeras en abandonar el barco y si salen con vainas chavistas mas rapido en el del condominio me sali por eso...;Asco
me da tanto asco ver como somos victimas de una flagrante especulacion en la cual se basan hasta en los minutos que ha estado en banca cristiano para jugar con los precios;Asco
mk que le pasa a mi cuerpito. ya no tolero nada todo me hace dano hoy una linea de salsa de tomate me tiene con dolor horrible e insomnio. me les muero amigues;Asco
que feas son las cucarachas;Asco
vieja ridicula!!!;Asco
que gonorrea maluquera;Asco
confesion #03 no me gusta el cafe y lo eh probado muchas veces como para agarrar le el gusto pero no soporto ni olerlo;Asco
de verdad,demasiado fastidioso.;Asco
no quiero lechuga en bogota, colombia;Asco
"soy la unica que cree que autodenominarse ""fresa"" automaticamente lo vuelve";Asco
a ustedes, que les encanta ese roto asqueroso.;Asco
se ve horrible con ese uniforme asqueroso;Asco
esto fue en cuartos de final contra millos y supuestamente se le cayo el pito al arbitro pero a usted nada le sirve, usted no quiere ver que fue comprada;Asco
eso me recuerda el 2018 cuando el guerrillero alias el cacas, le declaro la guerra a duque y demostro que es un pesimo perdedor, y comenzo la peor oposicion que ha existido en la historia del pais. ?eso no cuenta? o es que en esta dictadura esta prohibido oponerse???;Asco
pero tu le vas a mercedes;Asco
que horror como se sigue permitiendo todo esto en la repupliqueta;Asco
pues lo veria en persona no en foto , es que la foto me da asco en persona no se que es algo natural;Asco
ese no es frankie;Asco
tenis o botas manchadas de sangre es lo que tienen estos comunes .;Asco
desde panama evidencio la mala energia de la universidad y definitivamente me quiero seguir perdiendo ese parchesito de mal vibrosos.;Asco
ya no se si es ingenuidad la de los petristas o mera estupidez;Asco
jajajajajajaajajajajajajajaja;Asco
el ultimo grito de la moda aqui en tu tierra;Asco
pense que esa monda ya se habia acabado, con esa 3 temporada deberian como enterrarla ya;Asco
nunca habia escuchado sobre esa practica culinaria en chile. vea pues.;Asco
"perdio #laselefemenina ....pero al menos el liverpool sigue en picada libre ""el ano del bicampeonato"" decian algunos sonadores cc:";Asco
si no fuera por todo bien jajaja;Asco
acabo de ver una malteada de sushi, a la gente si que le gusta inventarse cosas malucas.;Asco
despues de tantos dias de encierro no me quiero volver a imaginar como seria salir a trabajar y estar metido en un trancon a esta hora.;Asco
jejeje aja;Asco
woowww !! no me habia percatado;Asco
este intenso aroma a galpon de pollo;Asco
tipos como este son de los que eligieron a petro presidente, detestable ese infeliz...;Asco
#diadelnino infeliz;Asco
y el alcalde de providencia que?? no dijo nada,no informo'..me imagino que recibio sus coimas para quedarse callado,son un poco de sin verguenzas,que porqueria;Asco
hubiese preferido no ver esto;Asco
los gobernantes,politicos que han desangrado al pais por mucho tiempo y lo siguen haciendo y aun en este momento tan dificil para el mundo y para mi ,dios se merecen una leccion son en realidad las peores #ratadealcantarillaes;Asco
"wo churros la cantina de mi colegio era terrible... solo recuerdo que vendian empanadas y tequenones con jugos ""naturales"" en vaso yo prefiero ir a pedir a tu cole";Asco
gas ese chimbo todo radiactivo;Asco
ni puel carajo hay que ir a salamandra...;Asco
y los egocentricos ?;Asco
en los ultimos 8 de 10 partidos por premier league, liverpool ha empezado perdiendo 1-0 en los ultimos 6 partidos siempre hemos empezado 1-0 abajo;Asco
jamonilla como que no;Asco
uyyy si, para que le quite ese trapero lleno de piojos que tiene en la mula (cabeza);Asco
no tengan nada con;Asco
este senor tienen serios problemas psicologicos, es definitivamente un enfermo #donaltrump;Asco
mis bellas gatunas comiendo su ultima porcion que les mande .. mi copito esta quedando blanquito.;Asco
si, es que miguel se cuadro a todas las amigas de mia antes;Asco
cuantos buenos muchachos que se han tenido que tragar su propio vomito;Asco
estar asi de enferma es lo peorsito;Asco
"pero entonces el ""famoso millos"" tambien hace linea de 5, tambien quema tiempo, tambien se tiran, tambie pegan y en las ruedas de prensa....";Asco
pos el beneficio de la duda termino al siguiente segundo....;Asco
"me perturba tanto ver a un tipo ""bailando"" agarrandose ese pipi, o sea es que le pica, se le va a caer o que???";Asco
lo vi y le dio dolor e inflamacion a mi colooon;Asco
es como peo con pinito de cereza;Asco
hoy aumento mi nivel de asco, le tuve que picar lechosa en trozos a mi sobrino y dios mio estaba asqueado de solo tocarla;Asco
tienen a los arbitros mas horroroso de todas las ligas;Asco
"vi otra que le decia ""la consentida"" y no se cual de los dos es peor";Asco
la rinitis me va a matar, buenos dias;Asco
siiii me uno a la cara de eastwood ese arequipe en productos de reposteria es maluco . el bocadillo en el roscon debe ir en toda la rosca cuando le sale a uno solo un pedacito, dan ganas de llorar.;Asco
puro payasos en esta vrg! y yaaaaa creo que en breves publicaran el cartel del covid en pinillos... los epidemiologis y politologis de mi pueblis;Asco
no se de que se extranan si con solo verla la cara se puede dar cuenta uno de la clase de ficha que es;Asco
el peor mes del ano para mi te odio agosto.;Asco
"esos son los ""intelectuales de la sociedad civil""";Asco
me produces es asco pana;Asco
uy que paso pues..?? no mas sapos por tragar..!!;Asco
entre bueyes no hay cornadas;Asco
verjaaaa ya cabrean, si no esta vejeta es el toro de la gaver... harta de estas entrevistas de chusmas... si son tan honestos que se quiten los escoltas... y mejor ni hablar de su vida personal... bien hipocritona xm;Asco
el dictador asesino junto a la ratera miserable...;Asco
que hermosas expresiones estas mas loca que nunca, el odio te esta matando...;Asco
derecho;Asco
porque mi feed de tiktok esta lleno de esa cancion de yailin con anuel;Asco
pero no me traigan de bocadillo;Asco
ahora esto;Asco
eso no fue una entrevista, fue mas como un publireportaje!;Asco
omg razon #725242616para no abrir tinder.;Asco
jajajajajajajaja es que ahi te descachaste brutal ami;Asco
guacala su abrazo;Asco
o sea, que reconoces que en la izquierda vivis muchos a costa de los demas;Asco
de las pocas buenas periodistas que tiene esa emisora. gran trabajo y de verdad mucho cuero para haberse aguantado gente como nohra, morales o zuleta . exitos en tu futuro profesional.;Asco
ese aderezo es pura grasa;Asco
macondo multicolor dudan todavia del caracter mafioso y narcoparaco del desgobierno duque-matarife;Asco
el mio igual.;Asco
ese juan david se come un vomito;Asco
vieja ladrona asquerosa...;Asco
dios, como puede existir gente que le da igual los olores, a mi todo olor intenso me dan ganas de;Asco
#esurgente que termine la guerra en ucrania..porque mientras los de la otan se lucran surtiendo armas a ucrania y rusia se lucra vendiendo recursos a china india y a todo los brics..ucrania va a quedar destrozada sin recursos y endeudada..que asco es la otan..;Asco
ver las chicas del cable y ver como las mujeres no valian nada en los anos 1900 pd: la serie es buenisimaaaaaaa;Asco
me estoy cagando de frio y para colmo el humo y su olor nauseabundo te rodea.;Asco
wuacal4 de perro;Asco
esto se echo a perder...que desastre;Asco
no se pueede respiraaaaaaar hdp!;Asco
porque tengo que comer tanto , para luego vomitar;Asco
noooooo puede ser;Asco
el desinteres y la monotonia;Asco
que asco y que desagradable;Asco
chama paso los trululu y no todos solo los rojos aciditos de resto;Asco
"si asi es en la ""calle"" ?como sera en la casa?";Asco
wtf es mi calle y a veces me toca pasar caminando por esa esquina;Asco
kiko debe de tener la firma de chavez en las nalgas;Asco
-que sensible;Asco
cinico ladron, robo lo que pudo , despilfarro lo que pudo, contratos millonarios hasta el ultimo dia, petro no tiene que demostrar lo ladron que fue, usted solito demostro lo rata y miserable hasta el ultimo dia de su horrible gobierno.;Asco
el asco de esa cocina!;Asco
me tiene harto!!!!!!!! desde la temporada pasada;Asco
yo hoy senti asco en pensar en ese tipo de maes cuando lei el tweet de kris.;Asco
"""me les muero mis perritos, me les muero""... que dijeron los dolores... todos ataquen a andrea hoy... !buenos dias adoloridos a todos!";Asco
habla bien !!!! gobernadoras/ gobernadores! usa el plural y listo!!! . como arruinan nuestro idioma!!!;Asco
ya las barbas no;Asco
hay gente tan mierda;Asco
los hombre nunca se conforman con nada;Asco
usted ya no, usted es igual al monton;Asco
es un asco la politica en este pais.;Asco
la cerveza modelo es malisima;Asco
!te amo mas!;Asco
que desproposito;Asco
que falta de coherencia a lo bien;Asco
si esto representa al socialismo, fuck yeah, lo vomito .;Asco
si claro como si no es el titere de las farc y eln;Asco
de planes descansar!!!;Asco
me pasa lo mismo;Asco
precisamente porque entiendo de finanzas tus numeros no me cierran... sos un mentiroso! una pequena cosa miserable que vive del latrocinio o de sus padres! ensenanos, de que trabajas desde los 20 anos para poder hacer eso?;Asco
ese que hizo la publicidad de con calma y los 1.8 billones fue un pesimo editor eso ni se entiende.;Asco
se le olvido su papelon mencionando la union sovietica bruta a estudiar vaga.;Asco
jajaja sabe y huele focot;Asco
los del pp madrileno no son sinverguenzas, son lo siguiente de lo siguiente;Asco
la unica vez que la prepare me supo horrible no se si me falto sazonarla mejor.;Asco
por favor! estas donde perteneces, en un nido de delincuentes! vp puros malandros;Asco
todavia hay m chavista de que tienen patria;Asco
30 anos viviendo del erario publico y no ha hecho nada por el pais. ha vivir sabroso a costillas del pueblo colombiano;Asco
porque me siguen vinculando con esa persona x diosss;Asco
como les gusta ese tipo de convivencia que pateticos! cuando abran sus oidos a los lamentos del ciudadano comun entenderan el verdadero sentido de la tristeza que ustedes y sus amigos chavistas han causado. egoistas es lo que son.;Asco
ya estas muy viejo anciano para esos puestos se ocupa alguien ke este acorde con el mundo actual tu y el kakas son vegestorios obsoletos ya cuiden a sus nietos y mueran trankilos;Asco
de alguna forma quieren poner ciudadanos contra ciudadanos para despues salir super bojote hacer una tonteria panito dw agua tibia y ganarse otra vez los corazones de los idiotas.;Asco
ahhh no debi ver eso;Asco
inevitable no rascarme la cabeza;Asco
es decir que solo re banas los domingos?;Asco
lanata el master,despues: longobardi,leuco ,majul, feinman, j viale, y los de tn, y la cosecha de odiadores nunca se acaba...;Asco
no manito y ahora esa verga del chicle uy nooooooooooo;Asco
uy no,;Asco
yo dudo si este man, el tal abdala, es inocente, marik o bruto.;Asco
elecciones de jefos y jefas cada quien en sus basis y basas;Asco
el discurso de la sra. el poder de la desinformacion dale me gusta y retwittear.;Asco
y siguen manteniendo a la monarquia corrupta...;Asco
cha, como pueden andar con alguien que no sienten nada???;Asco
que asco julian;Asco
todavia dando lata en la vida politica de colombia....;Asco
vuelvo a escuchar la palabra ''reinventarse'' y voy a;Asco
jajajaj payasos me dan asco .;Asco
yo no, su voz me exaspera y su presencia me dan nauseas;Asco
los maricorinos son otro cancer mas ...;Asco
disque periodista;Asco
tambien de noche?;Asco
usted va a seguir con su usurpacion ese paraiso lo espera es la carcel por inepto por gafo por ladrones asesinos rastrojo payasos titere traficante y usted es una basuras ravell y ladron arrastrado sucio titeres payasos imperio eeuu y d ..pokys;Asco
pobre titere lo abraza como con vaina;Asco
tenes que ser un forro, ignorante, obsecuente e inmoral! otra no queda;Asco
los estudiantes sobraditos, fuera;Asco
nunca los he tenido... pienso que ese pensamiento o idea o comunicado es malsano y encierra maldad pura... cuidado con lo que publica... el mal nunca podra reinar en su totalidad.. se que pronto todo esto acabara y no tendremos que leer cosas como esas... publicidad al mal;Asco
hoy no he sido yo que dia;Asco
que facil es ser politico argentino en esta epoca de la historia del pais, algunos no tienen ni secundaria completa, no saben redactar una simple nota pero tienen chofer, custodia personal, asesores, gastan en un almuerzo lo que podria usar un jubilado para vivir todo el mes;Asco
vayas banarse!;Asco
mejor no amiga, asi no veras al chavista jorge reyes hdp sucio, que publico eso, que bicho tan despreciable;Asco
le creo mas a rusia que a los #chinos;Asco
el ceviche, los camarones;Asco
yo no reniego de nada, catia simplemente es muy fea, no hay necesidad de fingir sobre eso. deja de montar teorias ridiculas para defender a tu comandante mortadelo;Asco
y como convenientemente es aplicable en absolutamente todo;Asco
como si yo hubiera tenido opcion jajajaja a mi me toco obligatoriamente hacer tesis y practicas;Asco
me comi unas papas muy grasosas y quede;Asco
como una persona que viene de su casa puede oler tan mal a las 7am?;Asco
otro lambucios;Asco
yo soy mas preciso juan carlos rojas (asi con minuscula);Asco
la verdad . es que no puede haber peor canal que espn. es un operante serial en contra de boca, a estos tipos no hay que ponerles cuidado, son los peores periodistas del mundo, los mas lame suelas y los mas arrodillados, todo por un sobre .;Asco
ahora tengo tanta ansiedad que quiero vomitar;Asco
mi sushi esta vomiton;Asco
hace falta mas gente en twitter de esta ciudad y con ello me refiero tambien a la mente. jajaja porque si esto se llena de instagram y facebook es que la gente que se la pasa alli , es diferente, no se... estan programados para tal.;Asco
justicia politiqueraaa de;Asco
como es que en le da pantalla y espacio al semejante bobazo de como le falta el talento tiene que recurrir a generar polemica para hacerse escuchar, es un ridiculo sin que hacer! semana da cada vez mas asco.;Asco
llevo como 3 dias llorando y sin dormir, que puta basura;Asco
lo impactante es que hay gente que sigue defendiendo directa o indirectamente a wismichu;Asco
no puedo creer lo que esta pasando, parece que gobierna jxc;Asco
en ciertos momentos es cuando las personas dejan ver lo mierdas que son: se dejan ver clasistas, homofobas, racistas, misoginas. ahora, sin temor, aparece un monton de gente transfobica que solo me produce algo: .;Asco
dolor de estomago me da cuando miro fotos de esos tacos de birria .;Asco
que queeeeeeee ? jajajajaajajja oposicion en marcha jajajajajaja;Asco
bueno si , cada cabeza es distinta pero yo me imagino tener que estar todos los dias con alguien que no me guste para nada y me da asquillo . todavia el viejillo si disfruta lo que ve, ella tiene que cerrar los ojos y fantasear con el iphone.;Asco
cuidate!! es malefica;Asco
su objetivo deberia ser dignificar a las victimas y no dejar olvidar este horror que cometieron sus nuevos mejores amigos;Asco
pues q lo cierren de nada sirve;Asco
que horrible como juega haaland;Asco
te iba a decir que yo, luego vi el sabor y;Asco
casi vomito;Asco
esa cancion de follow de con es como mi hpta cuarentena ... por que seran que piensan que uno es perro por el simple echo de andar con mujeres bonitas? sabiendo que yo soy mas feo que una hpta changua;Asco
"que tan ""puta"" que si no puedo encontrar otro trabajo y uno descubre que va y paga por sexo re malparidos y machistas estos hombres.... se toman unos atrevimientos, ni que tuvieran relevancia en la vida de uno. gas gonorreas";Asco
"en mi antiguo trabajo manana me hubiese tocado llevar el ""en vivo"" del circo de la an";Asco
"a punta de mentiras y amenazas de los grupos armados, si para conseguir algo tengo q ser como esa tipa y todos los delincuentes q estan en el ""cambio"" mejor no ser nadie. hora de pelar rodilla todos los santos dan asco, desgracia esta ralea.";Asco
estafador gitano ..;Asco
jajaajja que horror de hombrecito;Asco
me moleste de twitter que llena mi tl de cosas que yo no quiero ver, como las cosas a las que la gente que sigo le da like. no quiero ver eso;Asco
a mi anoche me contaron uno que dioj mio , dizque que le excitaba a una persona que le vomitara a otra;Asco
ese amargo malaso;Asco
los de los ataques son ustedes senor, ya parenla, ayer tenia que leer a un imbecil que decia: 1ra semana de gustavo petro y bogota amanece con 4 asesinatos en la autonorte...?o sea en serio? ahora cualquier crimen se lo van a achacar a este gobierno, ustedes son un chiste.;Asco
los dos son una mie...;Asco
!dona viruela gnecco de uribe!;Asco
